cluster_id	pathway	confidence	cluster_summary	best_feature	gene	gene_type	priority	description	effect_size	pval	neg_log10_pval	phate_0	phate_1
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL35	established			0.3424270451068878	0.0122	1.9136401693252518	0.0117194713881492	0.0226882899280843
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL19	established			0.5771127939224243	0.0		0.0165512639224985	0.0279754371771966
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPS33	established			0.559994637966156	0.0		0.016996958548475	0.0292064973392294
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL30	established			0.4351961016654968	0.0002	3.6989700043360187	0.0157439639697622	0.0247494908780002
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL37	established			0.4753088057041168	0.0		0.0134166610058709	0.0225166807469871
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL21	established			0.483098030090332	0.0002	3.6989700043360187	0.0165837279915588	0.0275202609620368
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL33	established			0.4125893414020538	0.0086	2.065501548756432	0.0148034362764896	0.0244064092224828
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPL41	established			0.5185585618019104	0.0002	3.6989700043360187	0.0153674472424226	0.0222725696493314
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MRPS31	established			0.5164678692817688	0.0		0.0167570802826754	0.0268605943064081
0	Mitochondrial ribosome assembly and translation	High	This cluster shows HIGH confidence for mitochondrial ribosome assembly and translation as the dominant pathway. Approximately 75% of genes (55/73) are established components of the mitochondrial translation machinery, including 39 mitochondrial ribosomal proteins (MRPL/MRPS), aminoacyl-tRNA synthetases (MARS2, YARS2), translation factors (TUFM), and RNA processing factors (PNPT1, MTPAP, LRPPRC, PTCD3, TRMT10C). Additional established genes include mitochondrial protein import components (TIMM50, TIMM17A, TIMM13, TOMM40), mitochondrial quality control factors (YME1L1, OPA1), and respiratory chain assembly factors (COX17, COX18, CHCHD4). The screen's mitochondrial staining (COX4) directly relates to this pathway. Four completely uncharacterized genes (ENSG00000254692, ENSG00000288564, ENSG00000173867, ENSG00000241962) represent high-priority discovery targets as potential novel mitochondrial translation factors. Most striking are several well-characterized genes from other pathways (IRF5, TIA1, FUBP1, TSC1) whose clustering suggests unexpected roles in coordinating mitochondrial translation with immune responses, stress signaling, and growth control.	cell_COX4_mean	MARS2	established			0.3368362784385681	0.0024	2.619788758288394	0.0149501734936912	0.0261248819404798
